_DeltaTime,_ExactTime,_Date,_content_cmd,_content_data_uname_color,_content_data_uname,_content_data_uid,_content_data_trigger_time,_content_data_timestamp,_content_data_tail_icon,_content_data_spread_info,_content_data_spread_desc,_content_data_score,_content_data_roomid,_content_data_msg_type,_content_data_is_spread,_content_data_identities,_content_data_fans_medal_anchor_roomid,_content_data_fans_medal_guard_level,_content_data_fans_medal_icon_id,_content_data_fans_medal_is_lighted,_content_data_fans_medal_medal_color,_content_data_fans_medal_medal_color_border,_content_data_fans_medal_medal_color_end,_content_data_fans_medal_medal_color_start,_content_data_fans_medal_medal_level,_content_data_fans_medal_medal_name,_content_data_fans_medal_score,_content_data_fans_medal_special,_content_data_fans_medal_target_id,_content_data_dmscore,_content_data_contribution_grade,_msg_type,
1.3,19:34:44,2021.12.30,INTERACT_WORD,,噗噗的桔梗,630773835,1640864080960693000,1640864082,0,,,1690887167031,563689,1,0,[3, 1],23582161,0,0,1,1725515,1725515,5414290,1725515,24,羞羞吖,50013085,,619834449,16,0,other,
6.24,19:34:49,2021.12.30,INTERACT_WORD,,Auxis_EVO,455859491,1640864085911314400,1640864086,0,,,1641168731997,563689,1,0,[3, 1],5050,0,0,1,13081892,13081892,13081892,13081892,18,大母鹅,294645,,433351,16,0,other,
6.24,19:34:49,2021.12.30,INTERACT_WORD,,傻傻的非四四四,9033731,1640864086765774600,1640864087,0,,,1640864087802,563689,1,0,[1],0,0,0,0,0,0,0,0,0,,0,,0,2,0,other,
7.5,19:34:50,2021.12.30,INTERACT_WORD,,dahe233,91213257,1640864087212068600,1640864088,0,,,1640864088254,563689,1,0,[1],10945764,0,0,0,6067854,12632256,12632256,12632256,4,伊逹巻,1149,,319656889,4,0,other,
8.64,19:34:51,2021.12.30,INTERACT_WORD,,神不佑我丶,2048470,1640864088296632600,1640864089,0,,,1640864089381,563689,1,0,[1],0,0,0,0,0,0,0,0,0,,0,,0,2,0,other,
8.64,19:34:51,2021.12.30,INTERACT_WORD,,喜欢我烟花吗,36080237,1640864089083400000,1640864090,0,,,1640906949190,563689,1,0,[3, 1],5050,0,0,1,9272486,9272486,9272486,9272486,12,大母鹅,32859,,433351,12,0,other,
21.14,19:35:03,2021.12.30,INTERACT_WORD,,梦想猪头肉,8548053,1640864100844323300,1640864101,0,,,1640879736901,563689,1,0,[3, 1],22625027,0,0,1,6126494,6126494,6126494,6126494,7,奶淇琳,5635,,672342685,6,0,other,
21.14,19:35:03,2021.12.30,INTERACT_WORD,,丨linkinpark丨,211237841,1640864100958086000,1640864102,0,,,1640876715067,563689,1,0,[3, 1],1370218,0,0,1,6126494,6126494,6126494,6126494,5,水有月,2613,,1958342,6,0,other,
22.55,19:35:05,2021.12.30,INTERACT_WORD,,全自動化咖啡機,385436506,1640864102230066000,1640864103,0,,,1640979322294,563689,1,0,[3, 1],5050,0,0,1,12478086,12478086,12478086,12478086,16,大母鹅,105219,,433351,16,0,other,
26.65,19:35:09,2021.12.30,INTERACT_WORD,,随风的剑,765491,1640864106607907000,1640864107,0,,,1640864107679,563689,1,0,[1],22637261,0,0,0,12632256,12632256,12632256,12632256,1,嘉心糖,104,,672328094,4,0,other,
26.65,19:35:09,2021.12.30,INTERACT_WORD,,ゆーびゆーび,2476296,1640864106302908000,1640864107,0,,,1640979341408,563689,1,0,[3, 1],5050,0,0,1,12478086,12478086,12478086,12478086,16,大母鹅,105234,,433351,16,0,other,
28.03,19:35:10,2021.12.30,INTERACT_WORD,,Jankin_2020,100942986,1640864107722101500,1640864108,0,,,1640864108805,563689,1,0,[1],0,0,0,0,0,0,0,0,0,,0,,0,2,0,other,
29.75,19:35:12,2021.12.30,INTERACT_WORD,,老奶奶的钩子,18709922,1640864109439566800,1640864110,0,,,1640864110487,563689,1,0,[1],0,0,0,0,0,0,0,0,0,,0,,0,2,0,other,
29.75,19:35:12,2021.12.30,INTERACT_WORD,,耗氧君ol,13595544,1640864110238732800,1640864111,0,,,1640864111314,563689,1,0,[1],1030,0,0,0,6067854,12632256,12632256,12632256,1,老菊,169,,423895,4,0,other,
35.41,19:35:18,2021.12.30,INTERACT_WORD,,物理老潘森,435266933,1640864115106995200,1640864116,0,,,1640864116167,563689,1,0,[1],0,0,0,0,0,0,0,0,0,,0,,0,2,0,other,
40.19,19:35:22,2021.12.30,INTERACT_WORD,,永远的冷硬派忍武者,1604241,1640864119839813600,1640864120,0,,,1640882114904,563689,1,0,[3, 1],5050,0,0,1,9272486,9272486,9272486,9272486,9,大母鹅,7994,,433351,6,0,other,
40.19,19:35:22,2021.12.30,INTERACT_WORD,,风落雨夜,177033160,1640864120226493400,1640864121,0,,,1640887171266,563689,1,0,[3, 1],903562,0,0,1,9272486,9272486,9272486,9272486,10,走A怪,13050,,15717030,12,0,other,
41.67,19:35:24,2021.12.30,INTERACT_WORD,,爱吃胡萝卜的夏木,4970046,1640864121342126300,1640864122,0,,,1640864122439,563689,1,0,[1],5050,0,0,0,12632256,12632256,12632256,12632256,15,大母鹅,62768,,433351,16,0,other,
43.32,19:35:26,2021.12.30,INTERACT_WORD,,家住翻斗花园101,283860179,1640864123763751400,1640864124,0,,,1640886322812,563689,1,0,[3, 1],1010,0,0,1,9272486,9272486,9272486,9272486,10,KKZ,12198,,389088,12,0,other,
43.32,19:35:26,2021.12.30,INTERACT_WORD,,無-虞,478308673,1640864122951196200,1640864124,0,,,1640864124078,563689,1,0,[1],0,0,0,0,0,0,0,0,0,,0,,0,2,0,other,
46.68,19:35:29,2021.12.30,INTERACT_WORD,,一个tks,323190926,1640864126282187500,1640864127,0,,,1640987478371,563689,1,0,[3, 1],5050,0,0,1,12478086,12478086,12478086,12478086,16,大母鹅,113351,,433351,16,0,other,
47.75,19:35:30,2021.12.30,INTERACT_WORD,,橦禹,439790095,1640864127452142600,1640864128,0,,,1640864128476,563689,1,0,[1],0,0,0,0,0,0,0,0,0,,0,,0,2,0,other,
47.75,19:35:30,2021.12.30,INTERACT_WORD,,做低调の孩纸,23053327,1640864127774785500,1640864128,0,,,1640952338903,563689,1,0,[3, 1],5050,0,0,1,12478086,12478086,12478086,12478086,15,大母鹅,78210,,433351,16,0,other,
48.94,19:35:31,2021.12.30,INTERACT_WORD,,冬寒170,29141497,1640864128640571600,1640864129,0,,,1690879115696,563689,1,0,[3, 1],21263282,0,0,1,1725515,1725515,5414290,1725515,23,由美子,50004986,,14272337,16,0,other,
50.15,19:35:32,2021.12.30,INTERACT_WORD,,肥乐小天使,396822283,1640864129814890500,1640864130,0,,,1690895762914,563689,1,0,[3, 1],10642645,0,0,1,398668,398668,6850801,398668,25,Koko乐,50021632,,108268321,16,0,other,
51.86,19:35:34,2021.12.30,INTERACT_WORD,,血GG,438417767,1640864131587500300,1640864132,0,,,1640864132616,563689,1,0,[1],0,0,0,0,0,0,0,0,0,,0,,0,2,0,other,
51.86,19:35:34,2021.12.30,INTERACT_WORD,,迷失的东方厨,12097298,1640864132665841000,1640864133,0,,,1690876641721,563689,1,0,[3, 1],5050,0,0,1,1725515,1725515,5414290,1725515,22,大母鹅,50002508,,433351,16,0,other,
51.86,19:35:34,2021.12.30,INTERACT_WORD,,簟懋歸屬,11004063,1640864132285921500,1640864133,0,,,1640878541345,563689,1,0,[3, 1],5050,0,0,1,6126494,6126494,6126494,6126494,7,大母鹅,4408,,433351,6,0,other,
54.75,19:35:37,2021.12.30,INTERACT_WORD,,我天杰不当人了,497231653,1640864134803946800,1640864135,0,,,1690979389864,563689,1,0,[3, 1],1181637,2,0,1,398668,16771156,6850801,398668,27,曦钱钱,50105254,,29708704,20,0,other,
54.75,19:35:37,2021.12.30,INTERACT_WORD,,松扆中词,402138865,1640864134380517400,1640864135,0,,,1640932135462,563689,1,0,[3, 1],10209381,0,0,1,12478086,12478086,12478086,12478086,14,酒姬民,58000,,296909317,20,0,other,
