_DeltaTime,_ExactTime,_Date,_content_cmd,_content_data_uname_color,_content_data_uname,_content_data_uid,_content_data_trigger_time,_content_data_timestamp,_content_data_tail_icon,_content_data_spread_info,_content_data_spread_desc,_content_data_score,_content_data_roomid,_content_data_msg_type,_content_data_is_spread,_content_data_identities,_content_data_fans_medal_anchor_roomid,_content_data_fans_medal_guard_level,_content_data_fans_medal_icon_id,_content_data_fans_medal_is_lighted,_content_data_fans_medal_medal_color,_content_data_fans_medal_medal_color_border,_content_data_fans_medal_medal_color_end,_content_data_fans_medal_medal_color_start,_content_data_fans_medal_medal_level,_content_data_fans_medal_medal_name,_content_data_fans_medal_score,_content_data_fans_medal_special,_content_data_fans_medal_target_id,_content_data_dmscore,_content_data_contribution_grade,_msg_type,
290.19,19:39:32,2021.12.30,INTERACT_WORD,,污污鸦,150035169,1640864369828011300,1640864370,0,,,1640864370844,7085640,1,0,[1],0,0,0,0,0,0,0,0,0,,0,,0,2,0,other,
379.9,19:41:02,2021.12.30,INTERACT_WORD,,如梦千华_谰,44070432,1640864459493539300,1640864460,0,,,1640864460556,7085640,1,0,[1],97624,0,0,0,6067854,12632256,12632256,12632256,1,Labmem,99,,19653,4,0,other,
451.81,19:42:14,2021.12.30,INTERACT_WORD,,27与72,76728712,1640864531477233700,1640864532,0,,,1640864532456,7085640,1,0,[1],0,0,0,0,0,0,0,0,0,,0,,0,2,0,other,
610.31,19:44:53,2021.12.30,INTERACT_WORD,,我是皓皓皓,280562932,1640864689910330400,1640864691,0,,,1640864691016,7085640,1,0,[1],0,0,0,0,0,0,0,0,0,,0,,0,2,0,other,
898.07,19:49:40,2021.12.30,INTERACT_WORD,,quantumgravity,24666747,1640864977632955100,1640864978,0,,,1641874879781,7085640,1,0,[3, 1],283856,0,0,1,13081892,13081892,13081892,13081892,20,土²,999901,,12809749,16,0,other,
983.17,19:51:05,2021.12.30,INTERACT_WORD,,Wuezi,67799332,1640865062716976400,1640865063,0,,,1640865063827,7085640,1,0,[1],5050,0,0,0,12632256,12632256,12632256,12632256,2,大母鹅,391,,433351,4,0,other,
1087.02,19:52:49,2021.12.30,INTERACT_WORD,,梦入萍踪处,515713107,1640865166605600300,1640865167,0,,,1640865167663,7085640,1,0,[1],0,0,0,0,0,0,0,0,0,,0,,0,2,0,other,
1201.38,19:54:44,2021.12.30,INTERACT_WORD,,庆-Qing,375137390,1640865281006217000,1640865282,0,,,1640865282090,7085640,1,0,[1],3825042,0,0,0,12632256,12632256,12632256,12632256,3,小狂神,561,,95256449,4,0,other,
1334.59,19:56:57,2021.12.30,INTERACT_WORD,,天天天向前,498925274,1640865414228521500,1640865415,0,,,1640865415318,7085640,1,0,[1],0,0,0,0,0,0,0,0,0,,0,,0,2,0,other,
1450.21,19:58:52,2021.12.30,INTERACT_WORD,,咔咔咔咔咚咚咚咚,486481393,1640865529880812300,1640865530,0,,,1640865530936,7085640,1,0,[1],0,0,0,0,0,0,0,0,0,,0,,0,2,0,other,
