_DeltaTime,_ExactTime,_Date,_color,_content,_name,_msg_type,
908.03,19:49:50,2021.12.30,ffed4f,妙啊,quantumgravity,danmaku,
7368.64,21:37:31,2021.12.30,ffffff,有回放吗,悲灬月,danmaku,
8566.78,21:57:29,2021.12.30,ffffff,1,大蓝象里的Monroe,danmaku,
