_DeltaTime,_ExactTime,_Date,_content_cmd,_content_data_39_action,_content_data_39_content,_content_data_39_hadJoin,_content_data_39_id,_content_data_39_num,_content_data_39_storm_gif,_content_data_39_time,_msg_type,
2399.78,20:14:42,2021.12.30,SPECIAL_GIFT,start,可爱即正义~~,0,3241358850207,1,http://static.hdslb.com/live-static/live-room/images/gift-section/mobilegift/2/jiezou.gif?2017011901,90,other,
