_DeltaTime,_ExactTime,_Date,_content_cmd,_content_data_user_info_face,_content_data_user_info_face_frame,_content_data_user_info_guard_level,_content_data_user_info_is_main_vip,_content_data_user_info_is_svip,_content_data_user_info_is_vip,_content_data_user_info_level_color,_content_data_user_info_manager,_content_data_user_info_name_color,_content_data_user_info_title,_content_data_user_info_uname,_content_data_user_info_user_level,_content_data_uid,_content_data_ts,_content_data_trans_mark,_content_data_token,_content_data_time,_content_data_start_time,_content_data_rate,_content_data_price,_content_data_message_trans,_content_data_message_font_color,_content_data_message,_content_data_medal_info,_content_data_is_send_audit,_content_data_is_ranked,_content_data_id,_content_data_gift_gift_id,_content_data_gift_gift_name,_content_data_gift_num,_content_data_end_time,_content_data_dmscore,_content_data_color_point,_content_data_background_price_color,_content_data_background_image,_content_data_background_icon,_content_data_background_color_start,_content_data_background_color_end,_content_data_background_color,_content_data_background_bottom_color,_content_roomid,_msg_type,
1946.94,20:07:09,2021.12.30,SUPER_CHAT_MESSAGE,http://i1.hdslb.com/bfs/face/28a0f08b45a6f6dac91b0dbb749f22579608edae.jpg,http://i0.hdslb.com/bfs/live/78e8a800e97403f1137c0c1b5029648c390be390.png,3,1,0,0,#61c05a,0,#00D1F1,0,炸糕不炸其实更好吃,12,13301371,1640866029,0,F3A9C5E4,60,1640866029,1000,30,,#A3F6FF,挑染白毛（探头）,None,1,0,2907716,12000,醒目留言,1,1640866089,120,0.7,#7497CD,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,,#3171D2,#405D85,#EDF5FF,#2A60B2,11365,other,
3677.08,20:35:59,2021.12.30,SUPER_CHAT_MESSAGE,http://i0.hdslb.com/bfs/face/11f217565887b25bb3a9ab515134043feab9eeeb.jpg,,0,0,0,0,#61c05a,0,#666666,0,废话点心,16,2584029,1640867759,0,F775E488,120,1640867759,1000,50,,#A3F6FF,漂亮哥哥多喝热水少喝凉水,None,1,0,2908331,12000,醒目留言,1,1640867879,8,0.7,#7DA4BD,https://i0.hdslb.com/bfs/live/a712efa5c6ebc67bafbe8352d3e74b820a00c13e.png,,#4EA4C5,#29718B,#DBFFFD,#427D9E,11365,other,
