_DeltaTime,_ExactTime,_Date,_content_cmd,_content_data_uname,_content_data_uid,_content_data_total_coin,_content_data_top_list,_content_data_timestamp,_content_data_tid,_content_data_tag_image,_content_data_svga_block,_content_data_super_gift_num,_content_data_super_batch_gift_num,_content_data_super,_content_data_silver,_content_data_send_master,_content_data_rnd,_content_data_remain,_content_data_rcost,_content_data_price,_content_data_original_gift_name,_content_data_num,_content_data_name_color,_content_data_medal_info_anchor_roomid,_content_data_medal_info_anchor_uname,_content_data_medal_info_guard_level,_content_data_medal_info_icon_id,_content_data_medal_info_is_lighted,_content_data_medal_info_medal_color,_content_data_medal_info_medal_color_border,_content_data_medal_info_medal_color_end,_content_data_medal_info_medal_color_start,_content_data_medal_info_medal_level,_content_data_medal_info_medal_name,_content_data_medal_info_special,_content_data_medal_info_target_id,_content_data_magnification,_content_data_is_special_batch,_content_data_is_first,_content_data_guard_level,_content_data_gold,_content_data_giftType,_content_data_giftName,_content_data_giftId,_content_data_float_sc_resource_id,_content_data_face,_content_data_effect_block,_content_data_effect,_content_data_draw,_content_data_dmscore,_content_data_discount_price,_content_data_demarcation,_content_data_crit_prob,_content_data_combo_total_coin,_content_data_combo_stay_time,_content_data_combo_send,_content_data_combo_resources_id,_content_data_coin_type,_content_data_broadcast_id,_content_data_blind_gift,_content_data_biz_source,_content_data_beatId,_content_data_batch_combo_send,_content_data_batch_combo_id,_content_data_action,_msg_type,
5443.33,21:05:26,2021.12.30,SEND_GIFT,路过的白龙御主,403279893,0,None,1640869525,1640869525110300002,,0,13,13,0,0,None,1640869525110300002,0,78518557,0,,1,,0,,0,0,1,6067854,6067854,6067854,6067854,4,水有月,,1958342,1.1,0,False,0,0,5,小心心,30607,0,http://i0.hdslb.com/bfs/face/ef48eb6ea26654281ebf47ed62e14e5610d3e8f3.jpg,1,0,0,16,0,1,0,1,3,None,1,silver,0,None,Live,0,None,batch:gift:combo_id:403279893:1958342:30607:1640869519.6636,投喂,gift,
5444.8,21:05:27,2021.12.30,SEND_GIFT,路过的白龙御主,403279893,0,None,1640869526,1640869526110300001,,0,14,14,0,0,None,1640869526110300001,18,78518557,0,,1,,0,,0,0,1,6067854,6067854,6067854,6067854,4,水有月,,1958342,1.1,0,False,0,0,5,小心心,30607,0,http://i0.hdslb.com/bfs/face/ef48eb6ea26654281ebf47ed62e14e5610d3e8f3.jpg,1,0,0,16,0,1,0,1,3,None,1,silver,0,None,Live,0,None,batch:gift:combo_id:403279893:1958342:30607:1640869519.6636,投喂,gift,
5444.8,21:05:27,2021.12.30,SEND_GIFT,路过的白龙御主,403279893,0,None,1640869527,1640869527110300001,,0,15,15,0,0,None,1640869527110300001,17,78518557,0,,1,,0,,0,0,1,6067854,6067854,6067854,6067854,4,水有月,,1958342,1.1,0,False,0,0,5,小心心,30607,0,http://i0.hdslb.com/bfs/face/ef48eb6ea26654281ebf47ed62e14e5610d3e8f3.jpg,1,0,0,20,0,1,0,1,3,None,1,silver,0,None,Live,0,None,batch:gift:combo_id:403279893:1958342:30607:1640869519.6636,投喂,gift,
5446.02,21:05:28,2021.12.30,SEND_GIFT,路过的白龙御主,403279893,0,None,1640869527,1640869527110300002,,0,16,16,0,0,None,1640869527110300002,16,78518557,0,,1,,0,,0,0,1,6067854,6067854,6067854,6067854,4,水有月,,1958342,1.1,0,False,0,0,5,小心心,30607,0,http://i0.hdslb.com/bfs/face/ef48eb6ea26654281ebf47ed62e14e5610d3e8f3.jpg,1,0,0,20,0,1,0,1,3,None,1,silver,0,None,Live,0,None,batch:gift:combo_id:403279893:1958342:30607:1640869519.6636,投喂,gift,
5446.02,21:05:28,2021.12.30,SEND_GIFT,路过的白龙御主,403279893,0,None,1640869528,1640869528110300001,,0,17,17,0,0,None,1640869528110300001,15,78518557,0,,1,,0,,0,0,1,6067854,6067854,6067854,6067854,4,水有月,,1958342,1.1,0,False,0,0,5,小心心,30607,0,http://i0.hdslb.com/bfs/face/ef48eb6ea26654281ebf47ed62e14e5610d3e8f3.jpg,1,0,0,20,0,1,0,1,3,None,1,silver,0,None,Live,0,None,batch:gift:combo_id:403279893:1958342:30607:1640869519.6636,投喂,gift,
5446.02,21:05:28,2021.12.30,SEND_GIFT,路过的白龙御主,403279893,0,None,1640869528,1640869528110300002,,0,18,18,0,0,None,1640869528110300002,14,78518557,0,,1,,0,,0,0,1,6067854,6067854,6067854,6067854,4,水有月,,1958342,1.1,0,False,0,0,5,小心心,30607,0,http://i0.hdslb.com/bfs/face/ef48eb6ea26654281ebf47ed62e14e5610d3e8f3.jpg,1,0,0,20,0,1,0,1,3,None,1,silver,0,None,Live,0,None,batch:gift:combo_id:403279893:1958342:30607:1640869519.6636,投喂,gift,
5447.21,21:05:29,2021.12.30,SEND_GIFT,路过的白龙御主,403279893,0,None,1640869528,1640869528110300003,,0,19,19,0,0,None,1640869528110300003,13,78518557,0,,1,,0,,0,0,1,6067854,6067854,6067854,6067854,4,水有月,,1958342,1.1,0,False,0,0,5,小心心,30607,0,http://i0.hdslb.com/bfs/face/ef48eb6ea26654281ebf47ed62e14e5610d3e8f3.jpg,1,0,0,20,0,1,0,1,3,None,1,silver,0,None,Live,0,None,batch:gift:combo_id:403279893:1958342:30607:1640869519.6636,投喂,gift,
5447.21,21:05:29,2021.12.30,SEND_GIFT,路过的白龙御主,403279893,0,None,1640869529,1640869529110300001,,0,20,20,0,0,None,1640869529110300001,12,78518557,0,,1,,0,,0,0,1,6067854,6067854,6067854,6067854,4,水有月,,1958342,1.1,0,False,0,0,5,小心心,30607,0,http://i0.hdslb.com/bfs/face/ef48eb6ea26654281ebf47ed62e14e5610d3e8f3.jpg,1,0,0,20,0,1,0,1,3,None,1,silver,0,None,Live,0,None,batch:gift:combo_id:403279893:1958342:30607:1640869519.6636,投喂,gift,
5447.21,21:05:29,2021.12.30,SEND_GIFT,路过的白龙御主,403279893,0,None,1640869529,1640869529110300004,,0,21,21,0,0,None,1640869529110300004,11,78518557,0,,1,,0,,0,0,1,6067854,6067854,6067854,6067854,4,水有月,,1958342,1.1,0,False,0,0,5,小心心,30607,0,http://i0.hdslb.com/bfs/face/ef48eb6ea26654281ebf47ed62e14e5610d3e8f3.jpg,1,0,0,20,0,1,0,1,3,None,1,silver,0,None,Live,0,None,batch:gift:combo_id:403279893:1958342:30607:1640869519.6636,投喂,gift,
5448.59,21:05:31,2021.12.30,SEND_GIFT,路过的白龙御主,403279893,0,None,1640869530,1640869530110300002,,0,22,22,0,0,None,1640869530110300002,10,78518557,0,,1,,0,,0,0,1,6067854,6067854,6067854,6067854,4,水有月,,1958342,1.1,0,False,0,0,5,小心心,30607,0,http://i0.hdslb.com/bfs/face/ef48eb6ea26654281ebf47ed62e14e5610d3e8f3.jpg,1,0,0,20,0,1,0,1,3,None,1,silver,0,None,Live,0,None,batch:gift:combo_id:403279893:1958342:30607:1640869519.6636,投喂,gift,
5448.59,21:05:31,2021.12.30,SEND_GIFT,路过的白龙御主,403279893,0,None,1640869530,1640869530110300004,,0,23,23,0,0,None,1640869530110300004,9,78518557,0,,1,,0,,0,0,1,6067854,6067854,6067854,6067854,4,水有月,,1958342,1.1,0,False,0,0,5,小心心,30607,0,http://i0.hdslb.com/bfs/face/ef48eb6ea26654281ebf47ed62e14e5610d3e8f3.jpg,1,0,0,20,0,1,0,1,3,None,1,silver,0,None,Live,0,None,batch:gift:combo_id:403279893:1958342:30607:1640869519.6636,投喂,gift,
5448.59,21:05:31,2021.12.30,SEND_GIFT,路过的白龙御主,403279893,0,None,1640869531,1640869531110300001,,0,24,24,0,0,None,1640869531110300001,8,78518557,0,,1,,0,,0,0,1,6067854,6067854,6067854,6067854,4,水有月,,1958342,1.1,0,False,0,0,5,小心心,30607,0,http://i0.hdslb.com/bfs/face/ef48eb6ea26654281ebf47ed62e14e5610d3e8f3.jpg,1,0,0,20,0,1,0,1,3,None,1,silver,0,None,Live,0,None,batch:gift:combo_id:403279893:1958342:30607:1640869519.6636,投喂,gift,
5449.83,21:05:32,2021.12.30,SEND_GIFT,路过的白龙御主,403279893,0,None,1640869531,1640869531110300003,,0,25,25,0,0,None,1640869531110300003,7,78518557,0,,1,,0,,0,0,1,6067854,6067854,6067854,6067854,4,水有月,,1958342,1.1,0,False,0,0,5,小心心,30607,0,http://i0.hdslb.com/bfs/face/ef48eb6ea26654281ebf47ed62e14e5610d3e8f3.jpg,1,0,0,20,0,1,0,1,3,None,1,silver,0,None,Live,0,None,batch:gift:combo_id:403279893:1958342:30607:1640869519.6636,投喂,gift,
5449.84,21:05:32,2021.12.30,SEND_GIFT,路过的白龙御主,403279893,0,None,1640869531,1640869531110300004,,0,26,26,0,0,None,1640869531110300004,6,78518557,0,,1,,0,,0,0,1,6067854,6067854,6067854,6067854,4,水有月,,1958342,1.1,0,False,0,0,5,小心心,30607,0,http://i0.hdslb.com/bfs/face/ef48eb6ea26654281ebf47ed62e14e5610d3e8f3.jpg,1,0,0,20,0,1,0,1,3,None,1,silver,0,None,Live,0,None,batch:gift:combo_id:403279893:1958342:30607:1640869519.6636,投喂,gift,
5449.84,21:05:32,2021.12.30,SEND_GIFT,路过的白龙御主,403279893,0,None,1640869532,1640869532110300001,,0,27,27,0,0,None,1640869532110300001,5,78518557,0,,1,,0,,0,0,1,6067854,6067854,6067854,6067854,4,水有月,,1958342,1.1,0,False,0,0,5,小心心,30607,0,http://i0.hdslb.com/bfs/face/ef48eb6ea26654281ebf47ed62e14e5610d3e8f3.jpg,1,0,0,20,0,1,0,1,3,None,1,silver,0,None,Live,0,None,batch:gift:combo_id:403279893:1958342:30607:1640869519.6636,投喂,gift,
5450.97,21:05:33,2021.12.30,SEND_GIFT,路过的白龙御主,403279893,0,None,1640869532,1640869532110300003,,0,28,28,0,0,None,1640869532110300003,4,78518557,0,,1,,0,,0,0,1,6067854,6067854,6067854,6067854,4,水有月,,1958342,1.1,0,False,0,0,5,小心心,30607,0,http://i0.hdslb.com/bfs/face/ef48eb6ea26654281ebf47ed62e14e5610d3e8f3.jpg,1,0,0,20,0,1,0,1,3,None,1,silver,0,None,Live,0,None,batch:gift:combo_id:403279893:1958342:30607:1640869519.6636,投喂,gift,
5450.97,21:05:33,2021.12.30,SEND_GIFT,路过的白龙御主,403279893,0,None,1640869533,1640869533110300002,,0,29,29,0,0,None,1640869533110300002,3,78518557,0,,1,,0,,0,0,1,6067854,6067854,6067854,6067854,4,水有月,,1958342,1.1,0,False,0,0,5,小心心,30607,0,http://i0.hdslb.com/bfs/face/ef48eb6ea26654281ebf47ed62e14e5610d3e8f3.jpg,1,0,0,20,0,1,0,1,3,None,1,silver,0,None,Live,0,None,batch:gift:combo_id:403279893:1958342:30607:1640869519.6636,投喂,gift,
5450.97,21:05:33,2021.12.30,SEND_GIFT,路过的白龙御主,403279893,0,None,1640869533,1640869533110300007,,0,30,30,0,0,None,1640869533110300007,2,78518557,0,,1,,0,,0,0,1,6067854,6067854,6067854,6067854,4,水有月,,1958342,1.1,0,False,0,0,5,小心心,30607,0,http://i0.hdslb.com/bfs/face/ef48eb6ea26654281ebf47ed62e14e5610d3e8f3.jpg,1,0,0,20,0,1,0,1,3,None,1,silver,0,None,Live,0,None,batch:gift:combo_id:403279893:1958342:30607:1640869519.6636,投喂,gift,
5452.29,21:05:35,2021.12.30,SEND_GIFT,路过的白龙御主,403279893,0,None,1640869534,1640869534110300001,,0,31,31,0,0,None,1640869534110300001,1,78518557,0,,1,,0,,0,0,1,6067854,6067854,6067854,6067854,4,水有月,,1958342,1.1,0,False,0,0,5,小心心,30607,0,http://i0.hdslb.com/bfs/face/ef48eb6ea26654281ebf47ed62e14e5610d3e8f3.jpg,1,0,0,20,0,1,0,1,3,None,1,silver,0,None,Live,0,None,batch:gift:combo_id:403279893:1958342:30607:1640869519.6636,投喂,gift,
5452.29,21:05:35,2021.12.30,SEND_GIFT,路过的白龙御主,403279893,0,None,1640869534,1640869534110300003,,0,32,32,0,0,None,1640869534110300003,0,78518557,0,,1,,0,,0,0,1,6067854,6067854,6067854,6067854,4,水有月,,1958342,1.1,0,False,0,0,5,小心心,30607,0,http://i0.hdslb.com/bfs/face/ef48eb6ea26654281ebf47ed62e14e5610d3e8f3.jpg,1,0,0,20,0,1,0,1,3,None,1,silver,0,None,Live,0,None,batch:gift:combo_id:403279893:1958342:30607:1640869519.6636,投喂,gift,
5564.45,21:07:27,2021.12.30,SEND_GIFT,看暴走了,3087220,0,None,1640869646,1640869646120000002,,0,18,1,0,0,None,1640869646120000002,0,78518557,0,,18,,0,,3,0,1,1725515,6809855,5414290,1725515,24,大母鹅,,433351,1,0,True,0,0,5,小心心,30607,0,http://i1.hdslb.com/bfs/face/c3de7207f78b6caa78c83dfd0d07f5a098e9118e.jpg,1,0,0,40,0,1,0,1,3,None,1,silver,0,None,live,,None,batch:gift:combo_id:3087220:1958342:30607:1640869646.1517,投喂,gift,
5566.13,21:07:28,2021.12.30,SEND_GIFT,看暴走了,3087220,0,None,1640869647,1640869647120000023,,0,19,1,0,0,None,1640869647120000023,23,78518557,0,,1,,0,,3,0,1,1725515,6809855,5414290,1725515,24,大母鹅,,433351,1,0,False,0,0,5,小心心,30607,0,http://i1.hdslb.com/bfs/face/c3de7207f78b6caa78c83dfd0d07f5a098e9118e.jpg,1,0,0,40,0,1,0,1,3,None,1,silver,0,None,live,,None,batch:gift:combo_id:3087220:1958342:30607:1640869647.8421,投喂,gift,
5566.13,21:07:28,2021.12.30,SEND_GIFT,看暴走了,3087220,0,None,1640869647,1640869647120000025,,0,20,2,0,0,None,1640869647120000025,22,78518557,0,,1,,0,,3,0,1,1725515,6809855,5414290,1725515,24,大母鹅,,433351,1,0,False,0,0,5,小心心,30607,0,http://i1.hdslb.com/bfs/face/c3de7207f78b6caa78c83dfd0d07f5a098e9118e.jpg,1,0,0,40,0,1,0,1,3,None,1,silver,0,None,live,,None,batch:gift:combo_id:3087220:1958342:30607:1640869647.8421,投喂,gift,
5566.13,21:07:28,2021.12.30,SEND_GIFT,看暴走了,3087220,0,None,1640869648,1640869648120000002,,0,21,3,0,0,None,1640869648120000002,21,78518557,0,,1,,0,,3,0,1,1725515,6809855,5414290,1725515,24,大母鹅,,433351,1,0,False,0,0,5,小心心,30607,0,http://i1.hdslb.com/bfs/face/c3de7207f78b6caa78c83dfd0d07f5a098e9118e.jpg,1,0,0,40,0,1,0,1,3,None,1,silver,0,None,live,,None,batch:gift:combo_id:3087220:1958342:30607:1640869647.8421,投喂,gift,
5567.18,21:07:29,2021.12.30,SEND_GIFT,看暴走了,3087220,0,None,1640869648,1640869648120000010,,0,22,4,0,0,None,1640869648120000010,20,78518557,0,,1,,0,,3,0,1,1725515,6809855,5414290,1725515,24,大母鹅,,433351,1,0,False,0,0,5,小心心,30607,0,http://i1.hdslb.com/bfs/face/c3de7207f78b6caa78c83dfd0d07f5a098e9118e.jpg,1,0,0,40,0,1,0,1,3,None,1,silver,0,None,live,,None,batch:gift:combo_id:3087220:1958342:30607:1640869647.8421,投喂,gift,
5567.18,21:07:29,2021.12.30,SEND_GIFT,看暴走了,3087220,0,None,1640869649,1640869649120000007,,0,23,5,0,0,None,1640869649120000007,19,78518557,0,,1,,0,,3,0,1,1725515,6809855,5414290,1725515,24,大母鹅,,433351,1,0,False,0,0,5,小心心,30607,0,http://i1.hdslb.com/bfs/face/c3de7207f78b6caa78c83dfd0d07f5a098e9118e.jpg,1,0,0,40,0,1,0,1,3,None,1,silver,0,None,live,,None,batch:gift:combo_id:3087220:1958342:30607:1640869647.8421,投喂,gift,
5567.18,21:07:29,2021.12.30,SEND_GIFT,看暴走了,3087220,0,None,1640869649,1640869649120000013,,0,24,6,0,0,None,1640869649120000013,18,78518557,0,,1,,0,,3,0,1,1725515,6809855,5414290,1725515,24,大母鹅,,433351,1,0,False,0,0,5,小心心,30607,0,http://i1.hdslb.com/bfs/face/c3de7207f78b6caa78c83dfd0d07f5a098e9118e.jpg,1,0,0,40,0,1,0,1,3,None,1,silver,0,None,live,,None,batch:gift:combo_id:3087220:1958342:30607:1640869647.8421,投喂,gift,
5568.19,21:07:30,2021.12.30,SEND_GIFT,看暴走了,3087220,0,None,1640869649,1640869649120000018,,0,25,7,0,0,None,1640869649120000018,17,78518557,0,,1,,0,,3,0,1,1725515,6809855,5414290,1725515,24,大母鹅,,433351,1,0,False,0,0,5,小心心,30607,0,http://i1.hdslb.com/bfs/face/c3de7207f78b6caa78c83dfd0d07f5a098e9118e.jpg,1,0,0,40,0,1,0,1,3,None,1,silver,0,None,live,,None,batch:gift:combo_id:3087220:1958342:30607:1640869647.8421,投喂,gift,
5568.19,21:07:30,2021.12.30,SEND_GIFT,看暴走了,3087220,0,None,1640869650,1640869650120000006,,0,26,8,0,0,None,1640869650120000006,16,78518557,0,,1,,0,,3,0,1,1725515,6809855,5414290,1725515,24,大母鹅,,433351,1,0,False,0,0,5,小心心,30607,0,http://i1.hdslb.com/bfs/face/c3de7207f78b6caa78c83dfd0d07f5a098e9118e.jpg,1,0,0,40,0,1,0,1,3,None,1,silver,0,None,live,,None,batch:gift:combo_id:3087220:1958342:30607:1640869647.8421,投喂,gift,
5568.19,21:07:30,2021.12.30,SEND_GIFT,看暴走了,3087220,0,None,1640869650,1640869650120000018,,0,27,9,0,0,None,1640869650120000018,15,78518557,0,,1,,0,,3,0,1,1725515,6809855,5414290,1725515,24,大母鹅,,433351,1,0,False,0,0,5,小心心,30607,0,http://i1.hdslb.com/bfs/face/c3de7207f78b6caa78c83dfd0d07f5a098e9118e.jpg,1,0,0,40,0,1,0,1,3,None,1,silver,0,None,live,,None,batch:gift:combo_id:3087220:1958342:30607:1640869647.8421,投喂,gift,
5569.2,21:07:31,2021.12.30,SEND_GIFT,看暴走了,3087220,0,None,1640869650,1640869650120000027,,0,28,10,0,0,None,1640869650120000027,14,78518557,0,,1,,0,,3,0,1,1725515,6809855,5414290,1725515,24,大母鹅,,433351,1,0,False,0,0,5,小心心,30607,0,http://i1.hdslb.com/bfs/face/c3de7207f78b6caa78c83dfd0d07f5a098e9118e.jpg,1,0,0,40,0,1,0,1,3,None,1,silver,0,None,live,,None,batch:gift:combo_id:3087220:1958342:30607:1640869647.8421,投喂,gift,
5569.2,21:07:31,2021.12.30,SEND_GIFT,看暴走了,3087220,0,None,1640869651,1640869651120000004,,0,29,11,0,0,None,1640869651120000004,13,78518557,0,,1,,0,,3,0,1,1725515,6809855,5414290,1725515,24,大母鹅,,433351,1.1,0,False,0,0,5,小心心,30607,0,http://i1.hdslb.com/bfs/face/c3de7207f78b6caa78c83dfd0d07f5a098e9118e.jpg,1,0,0,40,0,1,0,1,3,None,1,silver,0,None,live,,None,batch:gift:combo_id:3087220:1958342:30607:1640869647.8421,投喂,gift,
5569.2,21:07:31,2021.12.30,SEND_GIFT,看暴走了,3087220,0,None,1640869651,1640869651120000010,,0,30,12,0,0,None,1640869651120000010,12,78518557,0,,1,,0,,3,0,1,1725515,6809855,5414290,1725515,24,大母鹅,,433351,1.1,0,False,0,0,5,小心心,30607,0,http://i1.hdslb.com/bfs/face/c3de7207f78b6caa78c83dfd0d07f5a098e9118e.jpg,1,0,0,40,0,1,0,1,3,None,1,silver,0,None,live,,None,batch:gift:combo_id:3087220:1958342:30607:1640869647.8421,投喂,gift,
5569.2,21:07:31,2021.12.30,SEND_GIFT,看暴走了,3087220,0,None,1640869651,1640869651120000021,,0,31,13,0,0,None,1640869651120000021,11,78518557,0,,1,,0,,3,0,1,1725515,6809855,5414290,1725515,24,大母鹅,,433351,1.1,0,False,0,0,5,小心心,30607,0,http://i1.hdslb.com/bfs/face/c3de7207f78b6caa78c83dfd0d07f5a098e9118e.jpg,1,0,0,40,0,1,0,1,3,None,1,silver,0,None,live,,None,batch:gift:combo_id:3087220:1958342:30607:1640869647.8421,投喂,gift,
5630.57,21:08:33,2021.12.30,SEND_GIFT,话唠的戏命人,25249337,0,None,1640869712,1640869712110700003,,0,24,1,0,0,None,1640869712110700003,0,78518557,0,,24,,0,,0,0,0,0,0,0,0,0,,,0,1,0,True,0,0,5,小心心,30607,0,http://i2.hdslb.com/bfs/face/9d7f3f51f201fe7d3b02ffdfe0b9f78a843d57dd.jpg,1,0,0,4,0,1,0,1,3,None,1,silver,0,None,Live,0,None,batch:gift:combo_id:25249337:1958342:30607:1640869712.2900,投喂,gift,
5635.28,21:08:38,2021.12.30,SEND_GIFT,萨拉托加减乘除,24602480,0,None,1640869716,1640869716120000003,,0,1,1,0,0,None,1640869716120000003,5,78518557,0,,1,,0,,0,0,1,12478086,12478086,12478086,12478086,13,水有月,,1958342,1,0,True,0,0,5,小心心,30607,0,http://i2.hdslb.com/bfs/face/1a7ae83c1728f692a06c175f890ea400490ebd8c.jpg,1,0,0,28,0,1,0,1,3,None,1,silver,0,None,live,,None,batch:gift:combo_id:24602480:1958342:30607:1640869716.9777,投喂,gift,
5635.28,21:08:38,2021.12.30,SEND_GIFT,萨拉托加减乘除,24602480,0,None,1640869717,1640869717120000003,,0,2,2,0,0,None,1640869717120000003,4,78518557,0,,1,,0,,0,0,1,12478086,12478086,12478086,12478086,13,水有月,,1958342,1,0,False,0,0,5,小心心,30607,0,http://i2.hdslb.com/bfs/face/1a7ae83c1728f692a06c175f890ea400490ebd8c.jpg,1,0,0,28,0,1,0,1,3,None,1,silver,0,None,live,,None,batch:gift:combo_id:24602480:1958342:30607:1640869716.9777,投喂,gift,
5636.39,21:08:39,2021.12.30,SEND_GIFT,萨拉托加减乘除,24602480,0,None,1640869718,1640869718120000001,,0,3,3,0,0,None,1640869718120000001,3,78518557,0,,1,,0,,0,0,1,12478086,12478086,12478086,12478086,13,水有月,,1958342,1,0,False,0,0,5,小心心,30607,0,http://i2.hdslb.com/bfs/face/1a7ae83c1728f692a06c175f890ea400490ebd8c.jpg,1,0,0,28,0,1,0,1,3,None,1,silver,0,None,live,,None,batch:gift:combo_id:24602480:1958342:30607:1640869716.9777,投喂,gift,
5636.39,21:08:39,2021.12.30,SEND_GIFT,萨拉托加减乘除,24602480,0,None,1640869718,1640869718120000002,,0,4,4,0,0,None,1640869718120000002,2,78518557,0,,1,,0,,0,0,1,12478086,12478086,12478086,12478086,13,水有月,,1958342,1,0,False,0,0,5,小心心,30607,0,http://i2.hdslb.com/bfs/face/1a7ae83c1728f692a06c175f890ea400490ebd8c.jpg,1,0,0,28,0,1,0,1,3,None,1,silver,0,None,live,,None,batch:gift:combo_id:24602480:1958342:30607:1640869716.9777,投喂,gift,
5636.39,21:08:39,2021.12.30,SEND_GIFT,萨拉托加减乘除,24602480,0,None,1640869718,1640869718120000004,,0,5,5,0,0,None,1640869718120000004,1,78518557,0,,1,,0,,0,0,1,12478086,12478086,12478086,12478086,13,水有月,,1958342,1,0,False,0,0,5,小心心,30607,0,http://i2.hdslb.com/bfs/face/1a7ae83c1728f692a06c175f890ea400490ebd8c.jpg,1,0,0,28,0,1,0,1,3,None,1,silver,0,None,live,,None,batch:gift:combo_id:24602480:1958342:30607:1640869716.9777,投喂,gift,
5708.67,21:09:51,2021.12.30,SEND_GIFT,青羽祈凤,271623331,0,None,1640869790,1640869790110100001,,0,12,1,0,0,None,1640869790110100001,0,78518557,0,,12,,0,,0,0,1,13081892,13081892,13081892,13081892,17,水有月,,1958342,1,0,True,0,0,5,小心心,30607,0,http://i1.hdslb.com/bfs/face/5093930c7107a0f0af745d52e36eeafc78f641c4.jpg,1,0,0,36,0,1,0,1,3,None,1,silver,0,None,Live,0,None,batch:gift:combo_id:271623331:1958342:30607:1640869790.3884,投喂,gift,
5714.58,21:09:57,2021.12.30,SEND_GIFT,青羽祈凤,271623331,0,None,1640869796,1640869796110100001,,0,24,2,0,0,None,1640869796110100001,12,78518557,0,,12,,0,,0,0,1,13081892,13081892,13081892,13081892,17,水有月,,1958342,1,0,False,0,0,5,小心心,30607,0,http://i1.hdslb.com/bfs/face/5093930c7107a0f0af745d52e36eeafc78f641c4.jpg,1,0,0,36,0,1,0,1,3,None,1,silver,0,None,Live,0,None,batch:gift:combo_id:271623331:1958342:30607:1640869790.3884,投喂,gift,
5743.96,21:10:26,2021.12.30,SEND_GIFT,禾本科竹子,20861361,200,None,1640869825,1640869825110100001,,0,0,0,0,0,None,1640869825110100001,0,78518559,100,,2,,0,,0,0,1,12478086,12478086,12478086,12478086,15,水有月,,1958342,1,0,True,0,0,5,辣条,1,0,http://i0.hdslb.com/bfs/face/405de1099c873fb976427e8a2c69bcd34892614e.jpg,1,0,0,36,0,1,0,0,3,None,1,silver,0,None,Live,0,None,,投喂,gift,
5796.09,21:11:18,2021.12.30,SEND_GIFT,半夏彡时光,37954446,0,None,1640869877,1640869877110600002,,0,4,1,0,0,None,1640869877110600002,0,78518559,0,,4,,0,,0,0,1,12478086,12478086,12478086,12478086,13,水有月,,1958342,1,0,True,0,0,5,小心心,30607,0,http://i0.hdslb.com/bfs/face/b95093a4dfd6d8fa6edc44142c2df59b0c7886a9.jpg,1,0,0,28,0,1,0,1,3,None,1,silver,0,None,Live,0,None,batch:gift:combo_id:37954446:1958342:30607:1640869877.8098,投喂,gift,
5797.44,21:11:20,2021.12.30,SEND_GIFT,半夏彡时光,37954446,0,None,1640869879,1640869879110600004,,0,14,1,0,0,None,1640869879110600004,0,78518559,0,,10,,0,,0,0,1,12478086,12478086,12478086,12478086,13,水有月,,1958342,1,0,False,0,0,5,小心心,30607,0,http://i0.hdslb.com/bfs/face/b95093a4dfd6d8fa6edc44142c2df59b0c7886a9.jpg,1,0,0,28,0,1,0,1,3,None,1,silver,0,None,Live,0,None,batch:gift:combo_id:37954446:1958342:30607:1640869879.8236,投喂,gift,
5800.66,21:11:23,2021.12.30,SEND_GIFT,半夏彡时光,37954446,1000,None,1640869882,1640869882110600002,,0,0,0,0,0,None,1640869882110600002,0,78518569,100,,10,,0,,0,0,1,12478086,12478086,12478086,12478086,13,水有月,,1958342,1,0,True,0,0,5,辣条,1,0,http://i0.hdslb.com/bfs/face/b95093a4dfd6d8fa6edc44142c2df59b0c7886a9.jpg,1,0,0,28,0,2,0,0,3,None,1,silver,0,None,Live,0,None,,投喂,gift,
5804.11,21:11:26,2021.12.30,SEND_GIFT,半夏彡时光,37954446,0,None,1640869885,1640869885110600003,,0,20,1,0,0,None,1640869885110600003,0,78518569,0,,6,,0,,0,0,1,12478086,12478086,12478086,12478086,13,水有月,,1958342,1,0,False,0,0,5,小心心,30607,0,http://i0.hdslb.com/bfs/face/b95093a4dfd6d8fa6edc44142c2df59b0c7886a9.jpg,1,0,0,28,0,1,0,1,3,None,1,silver,0,None,Live,0,None,batch:gift:combo_id:37954446:1958342:30607:1640869885.8181,投喂,gift,
5805.87,21:11:28,2021.12.30,SEND_GIFT,半夏彡时光,37954446,0,None,1640869887,1640869887110600003,,0,43,1,0,0,None,1640869887110600003,0,78518569,0,,23,,0,,0,0,1,12478086,12478086,12478086,12478086,13,水有月,,1958342,1,0,False,0,0,5,小心心,30607,0,http://i0.hdslb.com/bfs/face/b95093a4dfd6d8fa6edc44142c2df59b0c7886a9.jpg,1,0,0,28,0,1,0,1,3,None,1,silver,0,None,Live,0,None,batch:gift:combo_id:37954446:1958342:30607:1640869887.5884,投喂,gift,
5822.8,21:11:45,2021.12.30,SEND_GIFT,千神会长,42280856,0,None,1640869904,1640869904120600004,,0,5,1,0,0,None,1640869904120600004,0,78518569,0,,5,,0,,0,0,1,12478086,12478086,12478086,12478086,13,水有月,,1958342,1,0,True,0,0,5,小心心,30607,0,http://i2.hdslb.com/bfs/face/25c339f8ffe57d18359d7cf740883d275c0c5cbc.jpg,1,0,0,28,0,1,0,1,3,None,1,silver,0,None,live,,None,batch:gift:combo_id:42280856:1958342:30607:1640869904.5099,投喂,gift,
