_DeltaTime,_ExactTime,_Date,_content_cmd,_content_data_uname,_content_data_uid,_content_data_total_coin,_content_data_top_list,_content_data_timestamp,_content_data_tid,_content_data_tag_image,_content_data_svga_block,_content_data_super_gift_num,_content_data_super_batch_gift_num,_content_data_super,_content_data_silver,_content_data_send_master,_content_data_rnd,_content_data_remain,_content_data_rcost,_content_data_price,_content_data_original_gift_name,_content_data_num,_content_data_name_color,_content_data_medal_info_anchor_roomid,_content_data_medal_info_anchor_uname,_content_data_medal_info_guard_level,_content_data_medal_info_icon_id,_content_data_medal_info_is_lighted,_content_data_medal_info_medal_color,_content_data_medal_info_medal_color_border,_content_data_medal_info_medal_color_end,_content_data_medal_info_medal_color_start,_content_data_medal_info_medal_level,_content_data_medal_info_medal_name,_content_data_medal_info_special,_content_data_medal_info_target_id,_content_data_magnification,_content_data_is_special_batch,_content_data_is_first,_content_data_guard_level,_content_data_gold,_content_data_giftType,_content_data_giftName,_content_data_giftId,_content_data_float_sc_resource_id,_content_data_face,_content_data_effect_block,_content_data_effect,_content_data_draw,_content_data_dmscore,_content_data_discount_price,_content_data_demarcation,_content_data_crit_prob,_content_data_combo_total_coin,_content_data_combo_stay_time,_content_data_combo_send,_content_data_combo_resources_id,_content_data_coin_type,_content_data_broadcast_id,_content_data_blind_gift,_content_data_biz_source,_content_data_beatId,_content_data_batch_combo_send,_content_data_batch_combo_id,_content_data_action,_msg_type,
1351.45,19:57:14,2021.12.30,SEND_GIFT,安吉天荒TT,100895475,0,None,1640865433,1640865433120500003,,0,1,1,0,0,None,1640865433120500003,23,169888729,0,,1,,0,,0,0,1,6126494,6126494,6126494,6126494,5,二哥哟,,238329119,1,0,True,0,0,5,小心心,30607,0,http://i0.hdslb.com/bfs/face/0e825fdcb40ff1a162231e764053207c1abc84ec.jpg,1,0,0,20,0,1,0,1,3,None,1,silver,0,None,live,,None,batch:gift:combo_id:100895475:238329119:30607:1640865433.2513,投喂,gift,
1352.53,19:57:15,2021.12.30,SEND_GIFT,安吉天荒TT,100895475,0,None,1640865434,1640865434120500005,,0,2,2,0,0,None,1640865434120500005,22,169888729,0,,1,,0,,0,0,1,6126494,6126494,6126494,6126494,5,二哥哟,,238329119,1,0,False,0,0,5,小心心,30607,0,http://i0.hdslb.com/bfs/face/0e825fdcb40ff1a162231e764053207c1abc84ec.jpg,1,0,0,20,0,1,0,1,3,None,1,silver,0,None,live,,None,batch:gift:combo_id:100895475:238329119:30607:1640865433.2513,投喂,gift,
1352.53,19:57:15,2021.12.30,SEND_GIFT,安吉天荒TT,100895475,0,None,1640865434,1640865434120500011,,0,3,3,0,0,None,1640865434120500011,21,169888729,0,,1,,0,,0,0,1,6126494,6126494,6126494,6126494,5,二哥哟,,238329119,1,0,False,0,0,5,小心心,30607,0,http://i0.hdslb.com/bfs/face/0e825fdcb40ff1a162231e764053207c1abc84ec.jpg,1,0,0,20,0,1,0,1,3,None,1,silver,0,None,live,,None,batch:gift:combo_id:100895475:238329119:30607:1640865433.2513,投喂,gift,
1353.55,19:57:16,2021.12.30,SEND_GIFT,安吉天荒TT,100895475,0,None,1640865435,1640865435120500011,,0,4,4,0,0,None,1640865435120500011,20,169888729,0,,1,,0,,0,0,1,6126494,6126494,6126494,6126494,5,二哥哟,,238329119,1,0,False,0,0,5,小心心,30607,0,http://i0.hdslb.com/bfs/face/0e825fdcb40ff1a162231e764053207c1abc84ec.jpg,1,0,0,20,0,1,0,1,3,None,1,silver,0,None,live,,None,batch:gift:combo_id:100895475:238329119:30607:1640865433.2513,投喂,gift,
1353.55,19:57:16,2021.12.30,SEND_GIFT,安吉天荒TT,100895475,0,None,1640865435,1640865435120500028,,0,5,5,0,0,None,1640865435120500028,19,169888729,0,,1,,0,,0,0,1,6126494,6126494,6126494,6126494,5,二哥哟,,238329119,1,0,False,0,0,5,小心心,30607,0,http://i0.hdslb.com/bfs/face/0e825fdcb40ff1a162231e764053207c1abc84ec.jpg,1,0,0,20,0,1,0,1,3,None,1,silver,0,None,live,,None,batch:gift:combo_id:100895475:238329119:30607:1640865433.2513,投喂,gift,
1354.93,19:57:17,2021.12.30,SEND_GIFT,安吉天荒TT,100895475,0,None,1640865436,1640865436120500018,,0,6,6,0,0,None,1640865436120500018,18,169888729,0,,1,,0,,0,0,1,6126494,6126494,6126494,6126494,5,二哥哟,,238329119,1,0,False,0,0,5,小心心,30607,0,http://i0.hdslb.com/bfs/face/0e825fdcb40ff1a162231e764053207c1abc84ec.jpg,1,0,0,20,0,1,0,1,3,None,1,silver,0,None,live,,None,batch:gift:combo_id:100895475:238329119:30607:1640865433.2513,投喂,gift,
1354.93,19:57:17,2021.12.30,SEND_GIFT,安吉天荒TT,100895475,0,None,1640865437,1640865437120500012,,0,7,7,0,0,None,1640865437120500012,17,169888729,0,,1,,0,,0,0,1,6126494,6126494,6126494,6126494,5,二哥哟,,238329119,1,0,False,0,0,5,小心心,30607,0,http://i0.hdslb.com/bfs/face/0e825fdcb40ff1a162231e764053207c1abc84ec.jpg,1,0,0,20,0,1,0,1,3,None,1,silver,0,None,live,,None,batch:gift:combo_id:100895475:238329119:30607:1640865433.2513,投喂,gift,
1356.5,19:57:19,2021.12.30,SEND_GIFT,安吉天荒TT,100895475,0,None,1640865438,1640865438120500013,,0,8,8,0,0,None,1640865438120500013,16,169888729,0,,1,,0,,0,0,1,6126494,6126494,6126494,6126494,5,二哥哟,,238329119,1,0,False,0,0,5,小心心,30607,0,http://i0.hdslb.com/bfs/face/0e825fdcb40ff1a162231e764053207c1abc84ec.jpg,1,0,0,20,0,1,0,1,3,None,1,silver,0,None,live,,None,batch:gift:combo_id:100895475:238329119:30607:1640865433.2513,投喂,gift,
1357.64,19:57:20,2021.12.30,SEND_GIFT,安吉天荒TT,100895475,0,None,1640865439,1640865439120500012,,0,9,9,0,0,None,1640865439120500012,15,169888729,0,,1,,0,,0,0,1,6126494,6126494,6126494,6126494,5,二哥哟,,238329119,1,0,False,0,0,5,小心心,30607,0,http://i0.hdslb.com/bfs/face/0e825fdcb40ff1a162231e764053207c1abc84ec.jpg,1,0,0,20,0,1,0,1,3,None,1,silver,0,None,live,,None,batch:gift:combo_id:100895475:238329119:30607:1640865433.2513,投喂,gift,
1357.64,19:57:20,2021.12.30,SEND_GIFT,安吉天荒TT,100895475,0,None,1640865440,1640865440120500004,,0,10,10,0,0,None,1640865440120500004,14,169888729,0,,1,,0,,0,0,1,6126494,6126494,6126494,6126494,5,二哥哟,,238329119,1,0,False,0,0,5,小心心,30607,0,http://i0.hdslb.com/bfs/face/0e825fdcb40ff1a162231e764053207c1abc84ec.jpg,1,0,0,20,0,1,0,1,3,None,1,silver,0,None,live,,None,batch:gift:combo_id:100895475:238329119:30607:1640865433.2513,投喂,gift,
1359.54,19:57:22,2021.12.30,SEND_GIFT,安吉天荒TT,100895475,0,None,1640865441,1640865441120500008,,0,11,11,0,0,None,1640865441120500008,13,169888729,0,,1,,0,,0,0,1,6126494,6126494,6126494,6126494,5,二哥哟,,238329119,1.1,0,False,0,0,5,小心心,30607,0,http://i0.hdslb.com/bfs/face/0e825fdcb40ff1a162231e764053207c1abc84ec.jpg,1,0,0,20,0,1,0,1,3,None,1,silver,0,None,live,,None,batch:gift:combo_id:100895475:238329119:30607:1640865433.2513,投喂,gift,
1359.54,19:57:22,2021.12.30,SEND_GIFT,安吉天荒TT,100895475,0,None,1640865442,1640865442120500009,,0,12,12,0,0,None,1640865442120500009,12,169888729,0,,1,,0,,0,0,1,6126494,6126494,6126494,6126494,5,二哥哟,,238329119,1.1,0,False,0,0,5,小心心,30607,0,http://i0.hdslb.com/bfs/face/0e825fdcb40ff1a162231e764053207c1abc84ec.jpg,1,0,0,20,0,1,0,1,3,None,1,silver,0,None,live,,None,batch:gift:combo_id:100895475:238329119:30607:1640865433.2513,投喂,gift,
1395.49,19:57:58,2021.12.30,SEND_GIFT,绅士都爱肋膈沟,33767138,0,None,1640865477,1640865477130800001,,0,1,1,0,0,None,1640865477130800001,3,169888729,0,,1,,0,,0,0,1,6067854,6067854,6067854,6067854,1,二哥哟,,238329119,1,0,True,0,0,5,小心心,30607,0,http://i2.hdslb.com/bfs/face/8ea9e59b5c1946e446bd3bd7f7be169c00b7609a.jpg,1,0,0,4,0,1,0,1,3,None,1,silver,0,None,Live,,None,batch:gift:combo_id:33767138:238329119:30607:1640865477.2963,投喂,gift,
2530.82,20:16:53,2021.12.30,SEND_GIFT,诡术妖吱,33312060,0,None,1640866612,1640866612120000012,,0,6,1,0,0,None,1640866612120000012,0,169888729,0,,6,,0,,0,0,0,0,0,0,0,0,,,0,1,0,True,0,0,5,小心心,30607,0,http://i0.hdslb.com/bfs/face/4a47f002441de64b9bf809c135eb262ec000eb26.jpg,1,0,0,4,0,1,0,1,3,None,1,silver,0,None,live,,None,batch:gift:combo_id:33312060:238329119:30607:1640866612.6157,投喂,gift,
2533.33,20:16:56,2021.12.30,SEND_GIFT,诡术妖吱,33312060,0,None,1640866615,1640866615120000004,,0,17,1,0,0,None,1640866615120000004,0,169888729,0,,11,,0,,0,0,0,0,0,0,0,0,,,0,1,0,False,0,0,5,小心心,30607,0,http://i0.hdslb.com/bfs/face/4a47f002441de64b9bf809c135eb262ec000eb26.jpg,1,0,0,4,0,1,0,1,3,None,1,silver,0,None,live,,None,batch:gift:combo_id:33312060:238329119:30607:1640866615.1309,投喂,gift,
2536.26,20:16:59,2021.12.30,SEND_GIFT,诡术妖吱,33312060,0,None,1640866618,1640866618120000002,,0,20,1,0,0,None,1640866618120000002,0,169888729,0,,3,,0,,0,0,0,0,0,0,0,0,,,0,1,0,False,0,0,5,小心心,30607,0,http://i0.hdslb.com/bfs/face/4a47f002441de64b9bf809c135eb262ec000eb26.jpg,1,0,0,4,0,1,0,1,3,None,1,silver,0,None,live,,None,batch:gift:combo_id:33312060:238329119:30607:1640866618.0681,投喂,gift,
3017.89,20:25:00,2021.12.30,SEND_GIFT,恶魔蔻蔻-海克梅迪亚,243075203,200,None,1640867099,1640867099110300001,,0,0,0,0,0,None,1640867099110300001,0,169888731,100,,2,,0,,0,0,1,13081892,13081892,13081892,13081892,18,二哥哟,,238329119,1,0,True,0,0,5,辣条,1,0,http://i2.hdslb.com/bfs/face/327467b808e71aa05dffcdcd781c7c5ef2b0f44b.jpg,1,0,0,40,0,1,0,0,3,None,1,silver,0,None,Live,0,None,,投喂,gift,
3025.18,20:25:07,2021.12.30,SEND_GIFT,恶魔蔻蔻-海克梅迪亚,243075203,0,None,1640867106,1640867106110300004,,0,24,1,0,0,None,1640867106110300004,0,169888731,0,,24,,0,,0,0,1,13081892,13081892,13081892,13081892,18,二哥哟,,238329119,1,0,True,0,0,5,小心心,30607,0,http://i2.hdslb.com/bfs/face/327467b808e71aa05dffcdcd781c7c5ef2b0f44b.jpg,1,0,0,40,0,1,0,1,3,None,1,silver,0,None,Live,0,None,batch:gift:combo_id:243075203:238329119:30607:1640867106.9830,投喂,gift,
3554.81,20:33:57,2021.12.30,SEND_GIFT,嗨莱特家的light,34715770,100,None,1640867636,1640867636130000004,,0,0,0,0,0,None,1640867636130000004,1,169888732,100,,1,,0,,0,0,1,13081892,13081892,13081892,13081892,17,二哥哟,,238329119,1,0,True,0,0,5,辣条,1,0,http://i1.hdslb.com/bfs/face/78c1a8c52169bcce3382b300293e95da4d20588f.jpg,1,0,0,36,0,1,0,0,3,None,1,silver,0,None,Live,,None,,投喂,gift,
3554.81,20:33:57,2021.12.30,SEND_GIFT,嗨莱特家的light,34715770,100,None,1640867636,1640867636130000006,,0,0,0,0,0,None,1640867636130000006,0,169888732,100,,1,,0,,0,0,1,13081892,13081892,13081892,13081892,17,二哥哟,,238329119,1,0,True,0,0,5,辣条,1,0,http://i1.hdslb.com/bfs/face/78c1a8c52169bcce3382b300293e95da4d20588f.jpg,1,0,0,36,0,1,0,0,3,None,1,silver,0,None,Live,,None,,投喂,gift,
4053.38,20:42:16,2021.12.30,SEND_GIFT,你好我是蹦蹦,483256379,200,None,1640868135,1640868135130900002,,0,0,0,0,0,None,1640868135130900002,0,169888735,100,,2,,0,,0,0,1,13081892,13081892,13081892,13081892,19,二哥哟,,238329119,1,0,True,0,0,5,辣条,1,0,http://i2.hdslb.com/bfs/face/f6bfaef66145abd85b6d31531c72b7a4349e28fd.jpg,1,0,0,36,0,1,0,0,3,None,1,silver,0,None,Live,,None,,投喂,gift,
4055.48,20:42:18,2021.12.30,SEND_GIFT,你好我是蹦蹦,483256379,0,None,1640868137,1640868137130900001,,0,14,1,0,0,None,1640868137130900001,0,169888735,0,,14,,0,,0,0,1,13081892,13081892,13081892,13081892,19,二哥哟,,238329119,1,0,True,0,0,5,小心心,30607,0,http://i2.hdslb.com/bfs/face/f6bfaef66145abd85b6d31531c72b7a4349e28fd.jpg,1,0,0,36,0,1,0,1,3,None,1,silver,0,None,Live,,None,batch:gift:combo_id:483256379:238329119:30607:1640868137.2791,投喂,gift,
5634.44,21:08:37,2021.12.30,SEND_GIFT,战武极皇,65306608,0,None,1640869716,1640869716120800002,,0,1,1,0,0,None,1640869716120800002,3,169888735,0,,1,,0,,0,0,1,13081892,13081892,13081892,13081892,17,二哥哟,,238329119,1,0,True,0,0,5,小心心,30607,0,http://i1.hdslb.com/bfs/face/967df86de8b00b15b7b597d848d09be50a6b2c02.jpg,1,0,0,36,0,1,0,1,3,None,1,silver,0,None,live,,None,batch:gift:combo_id:65306608:238329119:30607:1640869716.2602,投喂,gift,
