_content_cmd,_content_data_uname,_content_data_uid,_content_data_total_num,_content_data_send_master,_content_data_ruid,_content_data_r_uname,_content_data_name_color,_content_data_medal_info_anchor_roomid,_content_data_medal_info_anchor_uname,_content_data_medal_info_guard_level,_content_data_medal_info_icon_id,_content_data_medal_info_is_lighted,_content_data_medal_info_medal_color,_content_data_medal_info_medal_color_border,_content_data_medal_info_medal_color_end,_content_data_medal_info_medal_color_start,_content_data_medal_info_medal_level,_content_data_medal_info_medal_name,_content_data_medal_info_special,_content_data_medal_info_target_id,_content_data_is_show,_content_data_gift_num,_content_data_gift_name,_content_data_gift_id,_content_data_dmscore,_content_data_combo_total_coin,_content_data_combo_num,_content_data_combo_id,_content_data_batch_combo_num,_content_data_batch_combo_id,_content_data_action,_msg_type,
COMBO_SEND,凌云依,3808082,4,None,23920239,小米公司,,0,,0,0,0,6067854,12632256,12632256,12632256,3,汤云云,,2145796170,1,0,打call,31037,16,2000,4,gift:combo_id:3808082:23920239:31037:1640697431.7632,4,batch:gift:combo_id:3808082:23920239:31037:1640697431.7652,投喂,other,
COMBO_SEND,梦中你如初见,199217467,11,None,23920239,小米公司,,0,,0,0,1,6126494,6126494,6126494,6126494,8,米粉,,23920239,1,0,小心心,30607,40,0,11,gift:combo_id:199217467:23920239:30607:1640697430.0458,11,batch:gift:combo_id:199217467:23920239:30607:1640697430.0469,投喂,other,
COMBO_SEND,陈小胖cr,34625999,10,None,23920239,小米公司,,0,,0,0,1,6067854,6067854,6067854,6067854,4,米粉,,23920239,1,0,心动卡,30869,80,1000,10,gift:combo_id:34625999:23920239:30869:1640697436.2486,10,batch:gift:combo_id:34625999:23920239:30869:1640697436.2496,投喂,other,
COMBO_SEND,团子牛奶中的团子,471851727,2,None,23920239,小米公司,,0,,0,0,1,6126494,6126494,6126494,6126494,5,米粉,,23920239,1,0,粉丝团灯牌,31164,40,200,2,gift:combo_id:471851727:23920239:31164:1640697437.4736,2,batch:gift:combo_id:471851727:23920239:31164:1640697437.4745,投喂,other,
COMBO_SEND,工藤兰兰,77223668,24,None,23920239,小米公司,,0,,0,0,1,6126494,6126494,6126494,6126494,5,蓝霸虎,,578768928,1,0,小心心,30607,40,0,24,gift:combo_id:77223668:23920239:30607:1640697438.8881,24,batch:gift:combo_id:77223668:23920239:30607:1640697438.8917,投喂,other,
COMBO_SEND,肆吾生,335825540,3,None,23920239,小米公司,,0,,0,0,0,6067854,12632256,12632256,12632256,1,粉丝团,,928123,1,0,心动卡,30869,16,300,3,gift:combo_id:335825540:23920239:30869:1640697450.3665,3,batch:gift:combo_id:335825540:23920239:30869:1640697450.3675,投喂,other,
COMBO_SEND,对方正在输入-_____,628194418,10,None,23920239,小米公司,,0,,0,0,0,0,0,0,0,0,,,0,1,0,粉丝团灯牌,31164,8,1000,10,gift:combo_id:628194418:23920239:31164:1640697449.4841,10,batch:gift:combo_id:628194418:23920239:31164:1640697449.4848,投喂,other,
COMBO_SEND,妖妖灵我有毒,373547602,10,None,23920239,小米公司,,0,,0,0,0,0,0,0,0,0,,,0,1,0,牛哇牛哇,31039,8,1000,10,gift:combo_id:373547602:23920239:31039:1640697443.5012,10,batch:gift:combo_id:373547602:23920239:31039:1640697443.5021,投喂,other,
COMBO_SEND,长颈鹿的脖子为什么长,151587305,23,None,23920239,小米公司,,0,,0,0,1,6126494,6126494,6126494,6126494,6,Z瓷,,326246517,1,0,小心心,30607,24,0,23,gift:combo_id:151587305:23920239:30607:1640697456.1327,23,batch:gift:combo_id:151587305:23920239:30607:1640697456.1335,投喂,other,
COMBO_SEND,逻辑凑集,74878564,6,None,23920239,小米公司,,0,,0,0,1,9272486,9272486,9272486,9272486,9,喵之光,,29329085,1,0,粉丝团灯牌,31164,24,600,6,gift:combo_id:74878564:23920239:31164:1640697451.2918,6,batch:gift:combo_id:74878564:23920239:31164:1640697451.2926,投喂,other,
COMBO_SEND,泥萌都是大佬,95242621,9,None,23920239,小米公司,,0,,0,0,0,6067854,12632256,12632256,12632256,4,幻士,,407106379,1,0,粉丝团灯牌,31164,16,900,9,gift:combo_id:95242621:23920239:31164:1640697453.3765,9,batch:gift:combo_id:95242621:23920239:31164:1640697453.3796,投喂,other,
COMBO_SEND,捕获萝莉,368721,1,None,23920239,小米公司,,0,,0,0,1,6067854,6067854,6067854,6067854,3,米粉,,23920239,1,0,小心心,30607,32,0,1,gift:combo_id:368721:23920239:30607:1640697461.9927,1,batch:gift:combo_id:368721:23920239:30607:1640697461.9936,投喂,other,
COMBO_SEND,吴呜-呜-呜,385481967,1,None,23920239,小米公司,,0,,0,0,1,9272486,9272486,9272486,9272486,10,米粉,,23920239,1,0,小心心,30607,56,0,1,gift:combo_id:385481967:23920239:30607:1640697466.0141,1,batch:gift:combo_id:385481967:23920239:30607:1640697466.0148,投喂,other,
COMBO_SEND,heiziHS147,80023146,20,None,23920239,小米公司,,0,,0,0,1,6126494,6126494,6126494,6126494,6,米粉,,23920239,1,0,小心心,30607,40,0,20,gift:combo_id:80023146:23920239:30607:1640697467.1782,20,batch:gift:combo_id:80023146:23920239:30607:1640697467.1791,投喂,other,
COMBO_SEND,六月的冒险,39496610,13,None,23920239,小米公司,,0,,0,0,0,6067854,12632256,12632256,12632256,2,火龙草,,24353046,1,0,小心心,30607,16,0,13,gift:combo_id:39496610:23920239:30607:1640697465.1349,13,batch:gift:combo_id:39496610:23920239:30607:1640697465.1359,投喂,other,
COMBO_SEND,爱蕊妹妹的鹏哥,38273685,1,None,23920239,小米公司,,0,,0,0,1,6067854,6067854,6067854,6067854,4,米粉,,23920239,1,0,小心心,30607,32,0,1,gift:combo_id:38273685:23920239:30607:1640697472.1375,1,batch:gift:combo_id:38273685:23920239:30607:1640697472.1385,投喂,other,
