_content_cmd,_content_number,_content_data_typeB,_content_data_current_round,_content_data_background,_content_data_activity_pic,_content_data_title_color,_content_data_title,_content_data_closeable,_content_data_weight,_content_data_jump_url,_content_data_activity_id,_content_data_delay_time_max,_content_data_delay_time_min,_msg_type,
WIN_ACTIVITY,2,[{'join_start_time': 1640691000, 'join_end_time': 1640692800, 'round_num': 1}, {'join_start_time': 1640693700, 'join_end_time': 1640695500, 'round_num': 2}, {'join_start_time': 1640696400, 'join_end_time': 1640698200, 'round_num': 3}],2,https://i0.hdslb.com/bfs/live/84cd59bcb1e977359df618dbeb0f7828751f457c.png,https://i0.hdslb.com/bfs/live/c3ed87683f6e87d256d1f5fdddbfb220fc4c2cdf.png,#FFFFFF,小米宝箱抽奖,0,20,https://live.bilibili.com/p/html/live-app-treasurebox/index.html?is_live_half_webview=1&hybrid_biz=live-app-treasurebox&hybrid_rotate_d=1&hybrid_half_ui=1,3,100p,70p,0,0,30,100;2,2,375,100p,0,0,30,100;3,3,100p,70p,0,0,30,100;4,2,375,100p,0,0,30,100;5,3,100p,70p,0,0,30,100;6,3,100p,70p,0,0,30,100;7,3,100p,70p,0,0,30,100&aid=860,860,30,0,other,
WIN_ACTIVITY,3,[{'join_start_time': 1640691000, 'join_end_time': 1640692800, 'round_num': 1}, {'join_start_time': 1640693700, 'join_end_time': 1640695500, 'round_num': 2}, {'join_start_time': 1640696400, 'join_end_time': 1640698200, 'round_num': 3}],3,https://i0.hdslb.com/bfs/live/84cd59bcb1e977359df618dbeb0f7828751f457c.png,https://i0.hdslb.com/bfs/live/c3ed87683f6e87d256d1f5fdddbfb220fc4c2cdf.png,#FFFFFF,小米宝箱抽奖,0,20,https://live.bilibili.com/p/html/live-app-treasurebox/index.html?is_live_half_webview=1&hybrid_biz=live-app-treasurebox&hybrid_rotate_d=1&hybrid_half_ui=1,3,100p,70p,0,0,30,100;2,2,375,100p,0,0,30,100;3,3,100p,70p,0,0,30,100;4,2,375,100p,0,0,30,100;5,3,100p,70p,0,0,30,100;6,3,100p,70p,0,0,30,100;7,3,100p,70p,0,0,30,100&aid=860,860,30,0,other,
