_content_cmd,_content_data_list,_content_data_dmscore,_msg_type,
ONLINE_RANK_TOP3,[{'msg': '恭喜 <%不是沉欢%> 成为高能榜', 'rank': 2}],112,other,
ONLINE_RANK_TOP3,[{'msg': '恭喜 <%bli7%> 成为高能榜', 'rank': 3}],112,other,
