_content_cmd,_content_data_uname,_content_data_uid,_content_data_total_coin,_content_data_top_list,_content_data_timestamp,_content_data_tid,_content_data_tag_image,_content_data_svga_block,_content_data_super_gift_num,_content_data_super_batch_gift_num,_content_data_super,_content_data_silver,_content_data_send_master,_content_data_rnd,_content_data_remain,_content_data_rcost,_content_data_price,_content_data_original_gift_name,_content_data_num,_content_data_name_color,_content_data_medal_info_anchor_roomid,_content_data_medal_info_anchor_uname,_content_data_medal_info_guard_level,_content_data_medal_info_icon_id,_content_data_medal_info_is_lighted,_content_data_medal_info_medal_color,_content_data_medal_info_medal_color_border,_content_data_medal_info_medal_color_end,_content_data_medal_info_medal_color_start,_content_data_medal_info_medal_level,_content_data_medal_info_medal_name,_content_data_medal_info_special,_content_data_medal_info_target_id,_content_data_magnification,_content_data_is_special_batch,_content_data_is_first,_content_data_guard_level,_content_data_gold,_content_data_giftType,_content_data_giftName,_content_data_giftId,_content_data_float_sc_resource_id,_content_data_face,_content_data_effect_block,_content_data_effect,_content_data_draw,_content_data_dmscore,_content_data_discount_price,_content_data_demarcation,_content_data_crit_prob,_content_data_combo_total_coin,_content_data_combo_stay_time,_content_data_combo_send_action,_content_data_combo_send_combo_id,_content_data_combo_send_combo_num,_content_data_combo_send_gift_id,_content_data_combo_send_gift_name,_content_data_combo_send_gift_num,_content_data_combo_send_send_master,_content_data_combo_send_uid,_content_data_combo_send_uname,_content_data_combo_resources_id,_content_data_coin_type,_content_data_broadcast_id,_content_data_blind_gift,_content_data_biz_source,_content_data_beatId,_content_data_batch_combo_send,_content_data_batch_combo_id,_content_data_action,_msg_type,
SEND_GIFT,青枯蓝骨,59114411,100,None,1640695086,1640695086121100010,,0,31,31,0,0,None,1640695086121100010,0,32583250,100,,1,,0,,0,0,0,0,0,0,0,0,,,0,1.1,0,False,0,0,0,心动卡,30869,0,http://i2.hdslb.com/bfs/face/3cecff853cf3c68b01414eb20010cb4c32b03116.jpg,0,0,0,8,100,1,0,3100,3,投喂,gift:combo_id:59114411:23920239:30869:1640695080.1949,30,30869,心动卡,1,None,59114411,青枯蓝骨,1,gold,0,None,Live,,None,batch:gift:combo_id:59114411:23920239:30869:1640695080.1980,投喂,gift,
SEND_GIFT,Y浮梦Y,293642465,100,None,1640697392,1640697392121500003,,0,1,2,0,0,None,1640697392121500003,0,32647366,100,,1,,0,,0,0,1,6067854,6067854,6067854,6067854,1,米粉,,23920239,1,0,True,0,0,0,心动卡,30869,0,http://i2.hdslb.com/bfs/face/342abb1cb085cdfc12f950b0de1ccea0d6354777.jpg,0,0,0,32,100,1,0,200,3,投喂,gift:combo_id:293642465:23920239:30869:1640697392.9365,1,30869,心动卡,1,None,293642465,Y浮梦Y,1,gold,0,None,Live,,None,batch:gift:combo_id:293642465:23920239:30869:1640697392.9374,投喂,gift,
